"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"pavlovia","0","5","0.0-0.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","","","","","","","","","","","","","",""
"","","","","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","blur","1","634","blurevent","1","","","","","","","","","","","",""
"","","","","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","focus","1","1939","focusevent","","","","","","","","","","","","",""
"instructions","1","6754","0.0-1.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","","","[{""page_index"":0,""viewing_time"":6749}]","6749","","","","","","","","","",""
"","","","","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","fullscreenenter","2","8562","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","9537","0.0-2.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","","","","","true","","","","","","","","",""
"instructions","3","521545","0.0-4.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","","","[{""page_index"":0,""viewing_time"":32033},{""page_index"":1,""viewing_time"":373922},{""page_index"":2,""viewing_time"":106051}]","512007","","","","","","","","","",""
"image-keyboard-response","4","528562","0.0-5.0-0.0-0.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","blurwarn","1","","7015","","","49","","","","","","",""
"html-keyboard-response","5","529315","0.0-5.0-1.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","532761","0.0-5.0-2.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offer","","","3445","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12","NOW"
"html-keyboard-response","7","533013","0.0-5.0-3.0","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12",""
"html-keyboard-response","8","533516","0.0-5.0-1.1","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","9","538912","0.0-5.0-2.1","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offer","","","5395","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
"html-keyboard-response","10","539164","0.0-5.0-3.1","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"html-keyboard-response","11","539665","0.0-5.0-1.2","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","12","542289","0.0-5.0-2.2","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offer","","","2623","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$24<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3","NOW"
"html-keyboard-response","13","542541","0.0-5.0-3.2","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$24<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3",""
"html-keyboard-response","14","543043","0.0-5.0-1.3","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","15","545721","0.0-5.0-2.3","5d13e3e6e51708001a43fa66","bdp_td","Mon Mar 27 2023 12:50:48 GMT-0700 (Pacific Daylight Time)","621554","","","","offer","","","2678","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$78<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br><br>now","$80<br>in<br>12 weeks","1","78","80","12","NOW"
