"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","","","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","pavlovia","0","1","0.0-0.0","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","instructions","1","1914","0.0-1.0","[{""page_index"":0,""viewing_time"":1913}]","1913","","","","","","","","","",""
"fullscreenexit","2","4461","fullscreenexit","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","","","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","fullscreen","2","5280","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","image-keyboard-response","3","6705","0.0-3.0-0.0","","1425","","","32","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","instructions","4","18401","0.0-4.0","[{""page_index"":0,""viewing_time"":5254},{""page_index"":1,""viewing_time"":4375},{""page_index"":2,""viewing_time"":1812}]","11441","","","","","","","","","",""
"","","","FIX","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","5","18916","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","6","20168","0.0-5.0-2.0","","1251","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","THEN"
"","","","offerFB","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","7","20424","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1",""
"","","","FIX","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","8","20938","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","9","22365","0.0-5.0-2.1","","1426","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$27<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27<br><br>now","$50<br>in<br>3 weeks","1","27","50","3","THEN"
"","","","offerFB","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","10","22629","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$27<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","1","27","50","3",""
"","","","FIX","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","11","23140","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","12","24252","0.0-5.0-2.2","","1112","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","THEN"
"","","","offerFB","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","13","24502","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3",""
"","","","FIX","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","14","25007","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","15","26657","0.0-5.0-2.3","","1650","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$19<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6","THEN"
"","","","offerFB","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","16","26915","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$19<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6",""
"","","","FIX","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","17","27428","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea5b93d1c6d38e1f57dcfa","bdp_td","Sun Apr 09 2023 20:28:44 GMT-0400 (Eastern Daylight Time)","72780","html-keyboard-response","18","30153","0.0-5.0-2.4","","2725","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12","THEN"
