"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","","","","","","","","","","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","pavlovia","0","8","0.0-0.0","","","","","","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","instructions","1","1333","0.0-1.0","[{""page_index"":0,""viewing_time"":1323}]","1324","","","","","","","","","",""
"fullscreenexit","2","4193","fullscreenexit","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","","","","","","","","","","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","fullscreen","2","5197","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","image-keyboard-response","3","5758","0.0-3.0-0.0","","556","","","32","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","instructions","4","36977","0.0-4.0","[{""page_index"":0,""viewing_time"":9668},{""page_index"":1,""viewing_time"":13054},{""page_index"":2,""viewing_time"":8242}]","30964","","","","","","","","","",""
"","","","FIX","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","html-keyboard-response","5","37488","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","html-keyboard-response","6","48296","0.0-5.0-2.0","","10804","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6","THEN"
"","","","offerFB","63d9f41910c61f3eb102079f","bdp_td","Sat Apr 01 2023 18:54:52 GMT-0500 (Central Daylight Time)","144849","html-keyboard-response","7","48552","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6",""
