"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","pavlovia","0","9","0.0-0.0","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","instructions","1","2639","0.0-1.0","[{""page_index"":0,""viewing_time"":2628}]","2628","","","","","","","","","",""
"fullscreenexit","2","6155","fullscreenexit","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","fullscreen","2","6881","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","image-keyboard-response","3","8612","0.0-3.0-0.0","","1726","","","32","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","instructions","4","19777","0.0-4.0","[{""page_index"":0,""viewing_time"":7327},{""page_index"":1,""viewing_time"":1391},{""page_index"":2,""viewing_time"":2195}]","10914","","","","","","","","","",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","5","20280","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","6","24457","0.0-5.0-2.0","","4174","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6","THEN"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","7","24711","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","8","25213","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","9","27626","0.0-5.0-2.1","","2412","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$47<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br><br>now","$50<br>in<br>12 weeks","1","47","50","12","NOW"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","10","27879","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br><br>now","$50<br>in<br>12 weeks","1","47","50","12",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_td","Sun Mar 26 2023 17:13:45 GMT-0500 (Central Daylight Time)","89888","html-keyboard-response","11","28381","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
