"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","","","","","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","pavlovia","0","1","0.0-0.0","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","instructions","1","1135","0.0-1.0","[{""page_index"":0,""viewing_time"":1133}]","1133","","","","","","","","","",""
"fullscreenexit","2","2830","fullscreenexit","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","","","","","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","fullscreen","2","3626","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","image-keyboard-response","3","3998","0.0-3.0-0.0","","371","","","32","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","instructions","4","17031","0.0-4.0","[{""page_index"":0,""viewing_time"":3495},{""page_index"":1,""viewing_time"":4221},{""page_index"":2,""viewing_time"":5050}]","12766","","","","","","","","","",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","5","17546","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","6","18830","0.0-5.0-2.0","","1283","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","NOW"
"","","","offerFB","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","7","19086","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$24<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","8","19602","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","9","21015","0.0-5.0-2.1","","1411","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12","THEN"
"","","","offerFB","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","10","21273","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","11","21789","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","12","22959","0.0-5.0-2.2","","1168","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2","THEN"
"","","","offerFB","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","13","23222","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","14","23737","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_td","Sun Mar 26 2023 10:38:28 GMT-0400 (Eastern Daylight Time)","87848","html-keyboard-response","15","24876","0.0-5.0-2.3","","1139","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6","NOW"
