"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","","","","","","","","","","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","pavlovia","0","2","0.0-0.0","","","","","","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","instructions","1","1516","0.0-1.0","[{""page_index"":0,""viewing_time"":1513}]","1513","","","","","","","","","",""
"fullscreenexit","2","4879","fullscreenexit","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","","","","","","","","","","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","fullscreen","2","5678","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","image-keyboard-response","3","7320","0.0-3.0-0.0","","1641","","","32","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","instructions","4","28300","0.0-4.0","[{""page_index"":0,""viewing_time"":9353},{""page_index"":1,""viewing_time"":7663},{""page_index"":2,""viewing_time"":3703}]","20719","","","","","","","","","",""
"","","","FIX","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","5","28811","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","6","30382","0.0-5.0-2.0","","1570","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12","NOW"
"","","","offerFB","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","7","30638","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12",""
"","","","FIX","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","8","31150","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","9","33041","0.0-5.0-2.1","","1890","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3","THEN"
"","","","offerFB","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","10","33305","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3",""
"","","","FIX","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","11","33818","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","12","35398","0.0-5.0-2.2","","1578","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3","THEN"
"","","","offerFB","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","13","35661","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3",""
"","","","FIX","5f5834134283933a1c3b42d0","bdp_td","Mon Mar 27 2023 15:37:42 GMT-0400 (Eastern Daylight Time)","94738","html-keyboard-response","14","36163","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
