"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","","","","","","","","","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","pavlovia","0","7","0.0-0.0","","","","","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","instructions","1","1200","0.0-1.0","[{""page_index"":0,""viewing_time"":1193}]","1193","","","","","","","","","",""
"fullscreenexit","2","2878","fullscreenexit","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","","","","","","","","","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","fullscreen","2","3657","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","image-keyboard-response","3","5160","0.0-3.0-0.0","","1501","","","32","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","instructions","4","15908","0.0-4.0","[{""page_index"":0,""viewing_time"":6428},{""page_index"":1,""viewing_time"":1290},{""page_index"":2,""viewing_time"":2765}]","10484","","","","","","","","","",""
"","","","FIX","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","5","16412","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","6","21153","0.0-5.0-2.0","","4738","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br><br>now","$25<br>in<br>3 weeks","0","14","25","3","THEN"
"","","","offerFB","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","7","21419","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","0","14","25","3",""
"","","","FIX","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","8","21925","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","9","23146","0.0-5.0-2.1","","1220","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","THEN"
"","","","offerFB","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","10","23405","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12",""
"","","","FIX","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","11","23908","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6092dea4efd6d61350f0fdbf","bdp_td","Sun Mar 26 2023 09:15:35 GMT-0500 (Central Daylight Time)","61905","html-keyboard-response","12","24694","0.0-5.0-2.2","","784","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","THEN"
