"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","pavlovia","0","2","0.0-0.0","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","instructions","1","2043","0.0-1.0","[{""page_index"":0,""viewing_time"":2040}]","2040","","","","","","","","","",""
"fullscreenexit","2","5985","fullscreenexit","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","fullscreen","2","6784","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","image-keyboard-response","3","13034","0.0-3.0-0.0","","6248","","","32","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","instructions","4","58761","0.0-4.0","[{""page_index"":0,""viewing_time"":22686},{""page_index"":1,""viewing_time"":15136},{""page_index"":2,""viewing_time"":7648}]","45470","","","","","","","","","",""
"","","","FIX","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","html-keyboard-response","5","59265","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","html-keyboard-response","6","69618","0.0-5.0-2.0","","10350","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6","THEN"
"","","","offerFB","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","html-keyboard-response","7","69873","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6",""
"","","","FIX","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","html-keyboard-response","8","70378","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d404f4eaf69448ef9e09e6","bdp_td","Tue Mar 28 2023 20:27:37 GMT-0700 (Pacific Daylight Time)","161724","html-keyboard-response","9","74793","0.0-5.0-2.1","","4415","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6","NOW"
