"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen","numBlurs"
"pavlovia","0","7","0.0-0.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","","","","","","","","","","","","","","","",""
"instructions","1","2541","0.0-1.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","[{""page_index"":0,""viewing_time"":2533}]","2533","","","","","","","","","","","","","","",""
"","","","","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","","fullscreenenter","2","4473","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","5432","0.0-2.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","","","","","","true","","","","","","","","","",""
"instructions","3","36780","0.0-4.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","[{""page_index"":0,""viewing_time"":7948},{""page_index"":1,""viewing_time"":15896},{""page_index"":2,""viewing_time"":7503}]","31347","","","","","","","","","","","","","","",""
"html-keyboard-response","4","37287","0.0-5.0-1.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","5","41460","0.0-5.0-2.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","4167","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN",""
"html-keyboard-response","6","41717","0.0-5.0-3.0","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","",""
"html-keyboard-response","7","42224","0.0-5.0-1.1","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","8","44636","0.0-5.0-2.1","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","2405","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","THEN",""
"html-keyboard-response","9","44892","0.0-5.0-3.1","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","",""
"html-keyboard-response","10","45399","0.0-5.0-1.2","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","11","48764","0.0-5.0-2.2","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","3358","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW",""
"html-keyboard-response","12","49020","0.0-5.0-3.2","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","",""
"html-keyboard-response","13","49528","0.0-5.0-1.3","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","14","52116","0.0-5.0-2.3","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","2581","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$69<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br><br>now","$85<br>in<br>6 weeks","1","69","85","6","NOW",""
"html-keyboard-response","15","52372","0.0-5.0-3.3","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$69<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","1","69","85","6","",""
"html-keyboard-response","16","52879","0.0-5.0-1.4","63ed9dbc1c7838ffcbb42142","bdp_td","Sun Mar 26 2023 13:47:52 GMT-0700 (Pacific Daylight Time)","116043","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
