"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","pavlovia","0","4","0.0-0.0","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","instructions","1","5705","0.0-1.0","[{""page_index"":0,""viewing_time"":5700}]","5700","","","","","","","","","",""
"fullscreenexit","2","8836","fullscreenexit","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","fullscreen","2","9836","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","image-keyboard-response","3","12477","0.0-3.0-0.0","","2637","","","32","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","instructions","4","39182","0.0-4.0","[{""page_index"":0,""viewing_time"":10968},{""page_index"":1,""viewing_time"":7213},{""page_index"":2,""viewing_time"":8267}]","26448","","","","","","","","","",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","html-keyboard-response","5","39690","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","html-keyboard-response","6","41389","0.0-5.0-2.0","","1696","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12","NOW"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","html-keyboard-response","7","41646","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","html-keyboard-response","8","42152","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","html-keyboard-response","9","44291","0.0-5.0-2.1","","2138","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_td","Sun Mar 26 2023 08:18:08 GMT-0500 (Central Daylight Time)","125967","html-keyboard-response","10","44548","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12",""
