"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","7","focusevent","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","","","","","","","","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","pavlovia","0","20","0.0-0.0","","","","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","instructions","1","21862","0.0-1.0","[{""page_index"":0,""viewing_time"":21834}]","21837","","","","","","","","","",""
"fullscreenenter","2","24918","fullscreenenter","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","","","","","","","","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","fullscreen","2","25792","0.0-2.0","","","true","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","instructions","3","65352","0.0-4.0","[{""page_index"":0,""viewing_time"":14236},{""page_index"":1,""viewing_time"":21286},{""page_index"":2,""viewing_time"":4029}]","39553","","","","","","","","","",""
"","","","FIX","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","html-keyboard-response","4","65866","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","html-keyboard-response","5","66808","0.0-5.0-2.0","","932","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","THEN"
"","","","offerFB","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","html-keyboard-response","6","67073","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1",""
"","","","FIX","63d7a6a997f03198526a1941","bdp_td","Sun Mar 26 2023 20:13:00 GMT+0800 (China Standard Time)","113094","html-keyboard-response","7","67584","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
