"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","","","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","pavlovia","0","6","0.0-0.0","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","instructions","1","4547","0.0-1.0","[{""page_index"":0,""viewing_time"":4540}]","4540","","","","","","","","","",""
"fullscreenexit","2","7197","fullscreenexit","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","","","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","fullscreen","2","7900","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","image-keyboard-response","3","10120","0.0-3.0-0.0","","2213","","","32","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","instructions","4","47257","0.0-4.0","[{""page_index"":0,""viewing_time"":10387},{""page_index"":1,""viewing_time"":15740},{""page_index"":2,""viewing_time"":10750}]","36878","","","","","","","","","",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","5","47770","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","6","51136","0.0-5.0-2.0","","3366","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12","NOW"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","7","51397","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","8","51910","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","9","54736","0.0-5.0-2.1","","2826","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","THEN"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","10","54996","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","11","55498","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","12","58597","0.0-5.0-2.2","","3097","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12","NOW"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","13","58855","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","14","59356","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","15","61867","0.0-5.0-2.3","","2510","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br><br>now","$35<br>in<br>12 weeks","0","34","35","12","NOW"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","16","62130","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","0","34","35","12",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","17","62631","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","18","68858","0.0-5.0-2.4","","6225","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6","THEN"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","19","69120","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","20","69627","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","21","74247","0.0-5.0-2.5","","4619","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3","THEN"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","22","74500","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","23","75003","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","24","77327","0.0-5.0-2.6","","2323","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$15<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br><br>now","$35<br>in<br>2 weeks","1","15","35","2","THEN"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","25","77585","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$15<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","1","15","35","2",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","26","78090","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","27","81087","0.0-5.0-2.7","","2996","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","28","81340","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","29","81840","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","30","84017","0.0-5.0-2.8","","2176","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","THEN"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_td","Sat Mar 25 2023 18:54:14 GMT-0700 (Pacific Daylight Time)","160805","html-keyboard-response","31","84280","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
