"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","","","","","","","","","","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","pavlovia","0","6","0.0-0.0","","","","","","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","instructions","1","2437","0.0-1.0","[{""page_index"":0,""viewing_time"":2430}]","2430","","","","","","","","","",""
"fullscreenexit","2","4960","fullscreenexit","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","","","","","","","","","","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","fullscreen","2","5924","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","image-keyboard-response","3","6910","0.0-3.0-0.0","","980","","","32","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","instructions","4","20459","0.0-4.0","[{""page_index"":0,""viewing_time"":5409},{""page_index"":1,""viewing_time"":4840},{""page_index"":2,""viewing_time"":3045}]","13294","","","","","","","","","",""
"","","","FIX","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","html-keyboard-response","5","20963","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","html-keyboard-response","6","23709","0.0-5.0-2.0","","2741","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12","NOW"
"","","","offerFB","63ea4e8c0e9a66f5843ed4ac","bdp_td","Sat Mar 25 2023 22:37:58 GMT-0400 (Eastern Daylight Time)","103494","html-keyboard-response","7","23963","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12",""
