"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"pavlovia","0","3","0.0-0.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","","","","","","","","","","","","","","",""
"instructions","1","2001","0.0-1.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","[{""page_index"":0,""viewing_time"":1998}]","1998","","","","","","","","","","","","","",""
"","","","","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","","fullscreenenter","2","3002","fullscreenenter","","","","","","","","","",""
"fullscreen","2","3998","0.0-2.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","","","","","","true","","","","","","","","",""
"instructions","3","26737","0.0-4.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","[{""page_index"":0,""viewing_time"":7840},{""page_index"":1,""viewing_time"":9452},{""page_index"":2,""viewing_time"":5445}]","22737","","","","","","","","","","","","","",""
"html-keyboard-response","4","27246","0.0-5.0-1.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","5","29495","0.0-5.0-2.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","2245","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12","NOW"
"html-keyboard-response","6","29752","0.0-5.0-3.0","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12",""
"html-keyboard-response","7","30262","0.0-5.0-1.1","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","8","31964","0.0-5.0-2.1","6352b3c968388ef86f3556db","bdp_td","Mon Mar 27 2023 11:37:20 GMT-0400 (Eastern Daylight Time)","94116","","1700","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3","THEN"
