"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen","numBlurs"
"pavlovia","0","3","0.0-0.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","","","","","","","","","","","","","","","",""
"instructions","1","2496","0.0-1.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","[{""page_index"":0,""viewing_time"":2492}]","2493","","","","","","","","","","","","","","",""
"","","","","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","","fullscreenenter","2","5278","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","6264","0.0-2.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","","","","","","true","","","","","","","","","",""
"instructions","3","102192","0.0-4.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","[{""page_index"":0,""viewing_time"":62075},{""page_index"":1,""viewing_time"":24366},{""page_index"":2,""viewing_time"":9486}]","95927","","","","","","","","","","","","","","",""
"html-keyboard-response","4","102697","0.0-5.0-1.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","5","110245","0.0-5.0-2.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","7547","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$49<br><br>now","$60<br>in<br>6 weeks","0","49","60","6","NOW",""
"html-keyboard-response","6","110498","0.0-5.0-3.0","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$49<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","0","49","60","6","",""
"html-keyboard-response","7","111004","0.0-5.0-1.1","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","8","115015","0.0-5.0-2.1","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","4010","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN",""
"html-keyboard-response","9","115274","0.0-5.0-3.1","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","",""
"html-keyboard-response","10","115778","0.0-5.0-1.2","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","11","117526","0.0-5.0-2.2","5766d2f7fdff7a0001c1285b","bdp_td","Sun Apr 09 2023 15:54:48 GMT-0700 (Pacific Daylight Time)","182755","","1747","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6","THEN",""
