"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","","","","","","","","","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","pavlovia","0","11","0.0-0.0","","","","","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","instructions","1","2585","0.0-1.0","[{""page_index"":0,""viewing_time"":2573}]","2573","","","","","","","","","",""
"fullscreenexit","2","3900","fullscreenexit","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","","","","","","","","","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","fullscreen","2","4692","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","image-keyboard-response","3","7049","0.0-3.0-0.0","","2353","","","32","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","instructions","4","92317","0.0-4.0","[{""page_index"":0,""viewing_time"":23134},{""page_index"":1,""viewing_time"":31919},{""page_index"":2,""viewing_time"":29954}]","85008","","","","","","","","","",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","5","92832","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","6","99125","0.0-5.0-2.0","","6291","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$80<br>in<br>3 weeks","1","54","80","3","THEN"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","7","99381","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$80<br>in<br>3 weeks","1","54","80","3",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","8","99889","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","9","102766","0.0-5.0-2.1","","2876","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","10","103021","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","11","103532","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_td","Sat Mar 25 2023 17:26:14 GMT-0700 (Pacific Daylight Time)","272023","html-keyboard-response","12","108325","0.0-5.0-2.2","","4791","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$19<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6","NOW"
