"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","","","","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","pavlovia","0","1","0.0-0.0","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","instructions","1","1606","0.0-1.0","[{""page_index"":0,""viewing_time"":1605}]","1605","","","","","","","","","",""
"fullscreenexit","2","4374","fullscreenexit","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","","","","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","fullscreen","2","5193","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","image-keyboard-response","3","7092","0.0-3.0-0.0","","1898","","","32","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","instructions","4","21774","0.0-4.0","[{""page_index"":0,""viewing_time"":6391},{""page_index"":1,""viewing_time"":5308},{""page_index"":2,""viewing_time"":2720}]","14419","","","","","","","","","",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","html-keyboard-response","5","22285","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","html-keyboard-response","6","24491","0.0-5.0-2.0","","2205","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12","NOW"
"","","","offerFB","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","html-keyboard-response","7","24753","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_td","Sun Mar 26 2023 19:00:11 GMT-0400 (Eastern Daylight Time)","107414","html-keyboard-response","8","25261","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
