"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","","","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","pavlovia","0","12","0.0-0.0","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","instructions","1","2509","0.0-1.0","[{""page_index"":0,""viewing_time"":2492}]","2494","","","","","","","","","",""
"fullscreenexit","2","6682","fullscreenexit","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","","","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","fullscreen","2","7399","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","image-keyboard-response","3","8535","0.0-3.0-0.0","","1126","","","32","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","instructions","4","19250","0.0-4.0","[{""page_index"":0,""viewing_time"":5957},{""page_index"":1,""viewing_time"":2980},{""page_index"":2,""viewing_time"":1524}]","10462","","","","","","","","","",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","5","19762","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","6","22805","0.0-5.0-2.0","","3038","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3","THEN"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","7","23071","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","8","23573","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","9","25015","0.0-5.0-2.1","","1438","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6","THEN"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","10","25277","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","11","25796","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","12","29664","0.0-5.0-2.2","","3864","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$49<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6","NOW"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","13","29930","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","14","30447","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","15","32653","0.0-5.0-2.3","","2202","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","16","32916","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","17","33419","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","18","37547","0.0-5.0-2.4","","4125","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","THEN"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","19","37802","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","20","38319","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","21","41499","0.0-5.0-2.5","","3177","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12","NOW"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","22","41769","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$67<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","23","42271","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","24","44584","0.0-5.0-2.6","","2310","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br><br>now","$35<br>in<br>12 weeks","0","34","35","12","NOW"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","25","44839","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","0","34","35","12",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","26","45356","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","27","47281","0.0-5.0-2.7","","1921","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","28","47533","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","29","48050","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","30","50738","0.0-5.0-2.8","","2684","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","31","51005","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","32","51508","0.0-5.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","33","55089","0.0-5.0-2.9","","3579","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3","THEN"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","34","55344","0.0-5.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","35","55859","0.0-5.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_td","Sun Apr 09 2023 17:41:32 GMT-0500 (Central Daylight Time)","122383","html-keyboard-response","36","59342","0.0-5.0-2.10","","3477","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6","NOW"
