"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","pavlovia","0","9","0.0-0.0","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","instructions","1","2663","0.0-1.0","[{""page_index"":0,""viewing_time"":2652}]","2653","","","","","","","","","",""
"fullscreenexit","2","5066","fullscreenexit","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","fullscreen","2","5812","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","image-keyboard-response","3","8884","0.0-3.0-0.0","","3064","","","32","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","instructions","4","39749","0.0-4.0","[{""page_index"":0,""viewing_time"":16284},{""page_index"":1,""viewing_time"":8545},{""page_index"":2,""viewing_time"":5777}]","30606","","","","","","","","","",""
"","","","FIX","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","html-keyboard-response","5","40253","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","html-keyboard-response","6","43463","0.0-5.0-2.0","","3207","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$35<br>in<br>12 weeks","0","34","35","12","THEN"
"","","","offerFB","63ea4301f63c1d26f0ff83e9","bdp_td","Mon Mar 27 2023 07:51:19 GMT-0400 (Eastern Daylight Time)","112413","html-keyboard-response","7","43718","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","0","34","35","12",""
