"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","pavlovia","0","1","0.0-0.0","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","instructions","1","1455","0.0-1.0","[{""page_index"":0,""viewing_time"":1453}]","1453","","","","","","","","","",""
"fullscreenexit","2","2441","fullscreenexit","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","fullscreen","2","3248","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","image-keyboard-response","3","4257","0.0-3.0-0.0","","1005","","","32","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","instructions","4","16517","0.0-4.0","[{""page_index"":0,""viewing_time"":6321},{""page_index"":1,""viewing_time"":4235},{""page_index"":2,""viewing_time"":1444}]","12000","","","","","","","","","",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","5","17021","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","6","18986","0.0-5.0-2.0","","1958","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6","NOW"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","7","19242","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","8","19751","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","9","21027","0.0-5.0-2.1","","1272","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6","NOW"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","10","21282","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","11","21791","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","12","22796","0.0-5.0-2.2","","1002","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6","NOW"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","13","23058","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$69<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","14","23568","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","15","26255","0.0-5.0-2.3","","2684","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_td","Mon Mar 27 2023 09:02:14 GMT-0500 (Central Daylight Time)","79558","html-keyboard-response","16","26516","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2",""
