"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","pavlovia","0","8","0.0-0.0","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","instructions","1","1327","0.0-1.0","[{""page_index"":0,""viewing_time"":1318}]","1318","","","","","","","","","",""
"fullscreenexit","2","3989","fullscreenexit","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","fullscreen","2","4798","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","image-keyboard-response","3","5414","0.0-3.0-0.0","","611","","","32","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","instructions","4","27847","0.0-4.0","[{""page_index"":0,""viewing_time"":20062},{""page_index"":1,""viewing_time"":1177},{""page_index"":2,""viewing_time"":926}]","22166","","","","","","","","","",""
"","","","FIX","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","html-keyboard-response","5","28358","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","html-keyboard-response","6","32887","0.0-5.0-2.0","","4524","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$49<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6","NOW"
"","","","offerFB","63f78c9346da47f7f8f3aef9","bdp_td","Sun Apr 09 2023 16:59:02 GMT-0600 (Mountain Daylight Time)","101805","html-keyboard-response","7","33146","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6",""
