"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","","","","","","","","","","","","","","","",""
"","","","","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","pavlovia","0","10","0.0-0.0","","","","","","","","","","","",""
"","","","","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","instructions","1","1574","0.0-1.0","[{""page_index"":0,""viewing_time"":1563}]","1563","","","","","","","","","",""
"fullscreenexit","2","4158","fullscreenexit","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","","","","","","","","","","","","","","","",""
"","","","","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","fullscreen","2","5156","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","image-keyboard-response","3","8367","0.0-3.0-0.0","","3209","","","32","","","","","","",""
"","","","","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","instructions","4","31968","0.0-4.0","[{""page_index"":0,""viewing_time"":9946},{""page_index"":1,""viewing_time"":8725},{""page_index"":2,""viewing_time"":4673}]","23344","","","","","","","","","",""
"","","","FIX","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","html-keyboard-response","5","32471","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","html-keyboard-response","6","37795","0.0-5.0-2.0","","5323","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$31<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br><br>now","$85<br>in<br>1 week","1","31","85","1","THEN"
"","","","offer","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","html-keyboard-response","7","38050","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$31<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","1","31","85","1",""
"","","","FIX","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","html-keyboard-response","8","38553","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","lempert4","bdp_td","Fri Feb 24 2023 09:49:59 GMT-0500 (Eastern Standard Time)","161325","html-keyboard-response","9","41720","0.0-5.0-2.1","","3165","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","THEN"
