"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"pavlovia","0","2","0.0-0.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","","","","","","","","","","","","","","","",""
"instructions","1","2184","0.0-1.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","[{""page_index"":0,""viewing_time"":2181}]","2181","","","","","","","","","","","","","","",""
"","","","","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","","blur","2","4639","blurevent","1","","","","","","","","","",""
"","","","","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","","focus","2","4748","focusevent","","","","","","","","","","",""
"","","","","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","","fullscreenenter","2","7185","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","8177","0.0-2.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","","","","","","","true","","","","","","","","",""
"instructions","3","40962","0.0-4.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","[{""page_index"":0,""viewing_time"":7141},{""page_index"":1,""viewing_time"":19570},{""page_index"":2,""viewing_time"":6065}]","32776","","","","","","","","","","","","","","",""
"image-keyboard-response","4","47570","0.0-5.0-0.0-0.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","6607","","","","blurwarn","1","","","49","","","","","","",""
"html-keyboard-response","5","48326","0.0-5.0-1.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","51123","0.0-5.0-2.0","63cff34d33a9948e3b0b28d6","bdp_td","Wed Mar 29 2023 03:24:30 GMT-0500 (Central Daylight Time)","133285","","2795","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12","NOW"
