"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","pavlovia","0","3","0.0-0.0","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","instructions","1","5770","0.0-1.0","[{""page_index"":0,""viewing_time"":5766}]","5766","","","","","","","","","",""
"fullscreenexit","2","7694","fullscreenexit","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","fullscreen","2","8694","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","image-keyboard-response","3","9754","0.0-3.0-0.0","","1058","","","32","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","instructions","4","45344","0.0-4.0","[{""page_index"":0,""viewing_time"":12482},{""page_index"":1,""viewing_time"":12785},{""page_index"":2,""viewing_time"":10067}]","35334","","","","","","","","","",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","html-keyboard-response","5","45847","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","html-keyboard-response","6","53778","0.0-5.0-2.0","","7929","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$67<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br><br>now","$75<br>in<br>12 weeks","1","67","75","12","NOW"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","html-keyboard-response","7","54035","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br><br>now","$75<br>in<br>12 weeks","1","67","75","12",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","html-keyboard-response","8","54536","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_td","Sun Mar 26 2023 15:05:17 GMT-0500 (Central Daylight Time)","139206","html-keyboard-response","9","57441","0.0-5.0-2.1","","2905","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
