"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"pavlovia","0","5","0.0-0.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","","","","","","","","","","","","","",""
"","","","","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","blur","1","3897","blurevent","1","","","","","","","","","","","",""
"","","","","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","focus","1","4261","focusevent","","","","","","","","","","","","",""
"instructions","1","8443","0.0-1.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","","","[{""page_index"":0,""viewing_time"":8436}]","8437","","","","","","","","","",""
"","","","","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","fullscreenenter","2","10831","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","11804","0.0-2.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","","","","","true","","","","","","","","",""
"instructions","3","21648","0.0-4.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","","","[{""page_index"":0,""viewing_time"":5311},{""page_index"":1,""viewing_time"":3476},{""page_index"":2,""viewing_time"":1057}]","9844","","","","","","","","","",""
"image-keyboard-response","4","28305","0.0-5.0-0.0-0.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","blurwarn","1","","6654","","","49","","","","","","",""
"html-keyboard-response","5","29058","0.0-5.0-1.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","31648","0.0-5.0-2.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offer","","","2588","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6","NOW"
"html-keyboard-response","7","31900","0.0-5.0-3.0","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6",""
"html-keyboard-response","8","32402","0.0-5.0-1.1","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","9","34001","0.0-5.0-2.1","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offer","","","1599","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","THEN"
"html-keyboard-response","10","34253","0.0-5.0-3.1","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3",""
"html-keyboard-response","11","34754","0.0-5.0-1.2","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","12","36147","0.0-5.0-2.2","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offer","","","1392","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6","THEN"
"html-keyboard-response","13","36400","0.0-5.0-3.2","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6",""
"html-keyboard-response","14","36902","0.0-5.0-1.3","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","15","38243","0.0-5.0-2.3","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offer","","","1339","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6","THEN"
"html-keyboard-response","16","38496","0.0-5.0-3.3","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","0","34","50","6",""
"html-keyboard-response","17","38998","0.0-5.0-1.4","62f6bc18e456bdf4bc90dd7b","bdp_td","Thu Mar 30 2023 15:22:22 GMT-0400 (Eastern Daylight Time)","91178","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
