"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","","","","","","","","","","","","","","","",""
"","","","","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","pavlovia","0","1","0.0-0.0","","","","","","","","","","","",""
"","","","","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","instructions","1","4792","0.0-1.0","[{""page_index"":0,""viewing_time"":4791}]","4791","","","","","","","","","",""
"fullscreenexit","2","6577","fullscreenexit","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","","","","","","","","","","","","","","","",""
"","","","","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","fullscreen","2","7587","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","image-keyboard-response","3","8230","0.0-3.0-0.0","","642","","","32","","","","","","",""
"","","","","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","instructions","4","23641","0.0-4.0","[{""page_index"":0,""viewing_time"":10949},{""page_index"":1,""viewing_time"":3234},{""page_index"":2,""viewing_time"":965}]","15148","","","","","","","","","",""
"","","","FIX","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","html-keyboard-response","5","24156","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","html-keyboard-response","6","26848","0.0-5.0-2.0","","2690","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","THEN"
"","","","offerFB","6156a0460b95fa57be8312c4","bdp_td","Wed Mar 29 2023 01:16:05 GMT-0700 (Pacific Daylight Time)","160303","html-keyboard-response","7","27112","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
