"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","","","","","","","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","pavlovia","0","2","0.0-0.0","","","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","instructions","1","3869","0.0-1.0","[{""page_index"":0,""viewing_time"":3867}]","3867","","","","","","","","","",""
"fullscreenexit","2","7311","fullscreenexit","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","","","","","","","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","fullscreen","2","8094","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","image-keyboard-response","3","9252","0.0-3.0-0.0","","1155","","","32","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","instructions","4","29606","0.0-4.0","[{""page_index"":0,""viewing_time"":5941},{""page_index"":1,""viewing_time"":9532},{""page_index"":2,""viewing_time"":4626}]","20099","","","","","","","","","",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","html-keyboard-response","5","30108","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","html-keyboard-response","6","34000","0.0-5.0-2.0","","3892","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3","THEN"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","html-keyboard-response","7","34265","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","html-keyboard-response","8","34779","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_td","Tue Mar 28 2023 21:33:03 GMT-0700 (Pacific Daylight Time)","85845","html-keyboard-response","9","36730","0.0-5.0-2.1","","1950","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW"
