"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","","","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","pavlovia","0","17","0.0-0.0","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","instructions","1","4341","0.0-1.0","[{""page_index"":0,""viewing_time"":4317}]","4317","","","","","","","","","",""
"fullscreenexit","2","8500","fullscreenexit","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","","","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","fullscreen","2","9115","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","image-keyboard-response","3","11288","0.0-3.0-0.0","","2163","","","32","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","instructions","4","43787","0.0-4.0","[{""page_index"":0,""viewing_time"":9795},{""page_index"":1,""viewing_time"":16237},{""page_index"":2,""viewing_time"":6202}]","32234","","","","","","","","","",""
"","","","FIX","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","html-keyboard-response","5","44295","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","html-keyboard-response","6","48205","0.0-5.0-2.0","","3902","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"","","","offerFB","60ed200c728ab881912aac11","bdp_td","Mon Mar 27 2023 00:13:32 GMT-0400 (Eastern Daylight Time)","127892","html-keyboard-response","7","48467","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
