"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"pavlovia","0","9","0.0-0.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","","","","","","","","","","","","","","",""
"instructions","1","7316","0.0-1.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","[{""page_index"":0,""viewing_time"":7306}]","7306","","","","","","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","blur","2","9072","blurevent","1","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","focus","2","9082","focusevent","","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","blur","2","9083","blurevent","","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","fullscreenenter","2","9091","fullscreenenter","","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","focus","2","9344","focusevent","","","","","","","","","","",""
"fullscreen","2","10054","0.0-2.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","","","","","","true","","","","","","","","",""
"instructions","3","44882","0.0-4.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","[{""page_index"":0,""viewing_time"":11534},{""page_index"":1,""viewing_time"":9067},{""page_index"":2,""viewing_time"":14220}]","34821","","","","","","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","","fullscreenexit","4","48590","fullscreenexit","","","","","","","","","","",""
"image-keyboard-response","4","49540","0.0-5.0-0.0-0.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","4646","","","","blurwarn","1","","","49","","","","","","",""
"html-keyboard-response","5","50298","0.0-5.0-1.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","52982","0.0-5.0-2.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","2680","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br><br>now","$30<br>in<br>6 weeks","1","25","30","6","NOW"
"html-keyboard-response","7","53239","0.0-5.0-3.0","6362aca86b740b1ec4cb6efb","bdp_td","Mon Mar 27 2023 16:44:35 GMT-0400 (Eastern Daylight Time)","139336","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br><br>now","$30<br>in<br>6 weeks","1","25","30","6",""
