"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"focus","0","0","focusevent","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","pavlovia","0","2","0.0-0.0","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","instructions","1","1534","0.0-1.0","[{""page_index"":0,""viewing_time"":1531}]","1532","","","","","","","","","",""
"fullscreenexit","2","3618","fullscreenexit","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","fullscreen","2","4407","0.0-2.0","","","true","","","","","","","","",""
"","","","fullscreenfail","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","image-keyboard-response","3","5717","0.0-3.0-0.0","","1307","","","32","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","instructions","4","37762","0.0-4.0","[{""page_index"":0,""viewing_time"":13839},{""page_index"":1,""viewing_time"":13271},{""page_index"":2,""viewing_time"":4683}]","31794","","","","","","","","","",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","html-keyboard-response","5","38266","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","html-keyboard-response","6","40252","0.0-5.0-2.0","","1985","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","1","54","55","12","THEN"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_td","Mon Mar 27 2023 19:04:25 GMT-0700 (Pacific Daylight Time)","97370","html-keyboard-response","7","40511","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","1","54","55","12",""
