"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","pavlovia","0","54","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","1544","focusevent","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","instructions","1","24826","0.0-1.0","[{""page_index"":0,""viewing_time"":24768}]","24769","","","","","","","","","","","","","",""
"fullscreenexit","2","32624","fullscreenexit","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","fullscreen","2","33309","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","3","61581","0.0-3.0-0.0","","28260","","","32","","","","","","","","","","",""
"","","","","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","instructions","4","121727","0.0-4.0","[{""page_index"":0,""viewing_time"":35421},{""page_index"":1,""viewing_time"":24468}]","59890","","","","","","","","","","","","","",""
"","","","","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","instructions","5","124504","0.0-5.0","[{""page_index"":0,""viewing_time"":2773}]","2773","","","","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","6","128815","0.0-6.0-1.0","","4191","","trustrating_stim/white_mw060.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","7","129028","0.0-6.0-2.0","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","8","132407","0.0-6.0-1.1","","3268","","trustrating_stim/white_00761_941201_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","9","132624","0.0-6.0-2.1","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","10","136709","0.0-6.0-1.2","","3974","","trustrating_stim/white_mw053.bmp","1","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","11","136923","0.0-6.0-2.2","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","12","139580","0.0-6.0-1.3","","2544","","trustrating_stim/white_00519_940519_fb_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","13","139796","0.0-6.0-2.3","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","14","142113","0.0-6.0-1.4","","2206","","trustrating_stim/white_mw089.bmp","1","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","15","142324","0.0-6.0-2.4","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","16","144453","0.0-6.0-1.5","","2018","","trustrating_stim/white_mw071.bmp","2","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","17","144663","0.0-6.0-2.5","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","18","148770","0.0-6.0-1.6","","3995","","trustrating_stim/white_mw097.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","19","148979","0.0-6.0-2.6","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","20","152174","0.0-6.0-1.7","","3083","","trustrating_stim/white_00602_940928_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","21","152386","0.0-6.0-2.7","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","22","156211","0.0-6.0-1.8","","3714","","trustrating_stim/white_mw035.bmp","6","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","23","156422","0.0-6.0-2.8","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","24","158653","0.0-6.0-1.9","","2122","","trustrating_stim/white_00785_941205_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","25","158869","0.0-6.0-2.9","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","26","160235","0.0-6.0-1.10","","1254","","trustrating_stim/white_00299_940422_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62b500cfbf7d382239502ad0","bdp_trlrn","Tue Mar 14 2023 03:34:18 GMT (Coordinated Universal Time)","1119425","Trustworthy,Untrustworthy","image-keyboard-response","27","160439","0.0-6.0-2.10","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
