"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","pavlovia","0","8","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","instructions","1","3016","0.0-1.0","[{""page_index"":0,""viewing_time"":3006}]","3006","","","","","","","","","","","","","",""
"fullscreenenter","2","5474","fullscreenenter","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","fullscreen","2","6415","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","instructions","3","77135","0.0-4.0","[{""page_index"":0,""viewing_time"":17331},{""page_index"":1,""viewing_time"":53384}]","70716","","","","","","","","","","","","","",""
"","","","","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","instructions","4","79285","0.0-5.0","[{""page_index"":0,""viewing_time"":2149}]","2149","","","","","","","","","","","","","",""
"","","","rating","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","image-keyboard-response","5","93113","0.0-6.0-1.0","","13711","","trustrating_stim/white_mw049.bmp","4","","","","","","","","","","",""
"","","","ratingFB","5c047357d30e3200016dd9fa","bdp_trlrn","Wed Mar 15 2023 18:54:02 GMT-0700 (Pacific Daylight Time)","758831","Trustworthy,Untrustworthy","image-keyboard-response","6","93323","0.0-6.0-2.0","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
