"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","instructions","1","3035","0.0-1.0","[{""page_index"":0,""viewing_time"":3032}]","3032","","","","","","","","",""
"fullscreenexit","2","4318","fullscreenexit","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","fullscreen","2","5117","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","image-keyboard-response","3","6069","0.0-3.0-0.0","","952","","","32","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","instructions","4","35253","0.0-4.0","[{""page_index"":0,""viewing_time"":17144},{""page_index"":1,""viewing_time"":4306},{""page_index"":2,""viewing_time"":7475}]","28925","","","","","","","","",""
"","","","FIX","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","html-keyboard-response","5","35763","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","html-keyboard-response","6","37089","0.0-5.0-2.0","","1325","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$26","$92","0","26","92","RISKY"
"","","","offerFB","63ea5b93d1c6d38e1f57dcfa","bdp_rd","Sun Apr 09 2023 20:30:00 GMT-0400 (Eastern Daylight Time)","158072","html-keyboard-response","7","37343","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$92<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$26","$92","0","26","92",""
