"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","","","","","","","","","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","pavlovia","0","3","0.0-0.0","","","","","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","instructions","1","1047","0.0-1.0","[{""page_index"":0,""viewing_time"":1044}]","1044","","","","","","","","",""
"fullscreenexit","2","3214","fullscreenexit","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","","","","","","","","","","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","fullscreen","2","4172","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","image-keyboard-response","3","4990","0.0-3.0-0.0","","812","","","32","","","","","",""
"","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","instructions","4","17576","0.0-4.0","[{""page_index"":0,""viewing_time"":7347},{""page_index"":1,""viewing_time"":3084},{""page_index"":2,""viewing_time"":1902}]","12334","","","","","","","","",""
"","","","FIX","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","html-keyboard-response","5","18082","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","html-keyboard-response","6","20965","0.0-5.0-2.0","","2875","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$12","1","3","12","SURE"
"","","","offerFB","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","html-keyboard-response","7","21219","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$3<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$12","1","3","12",""
"","","","FIX","63ea4e8c0e9a66f5843ed4ac","bdp_rd","Sat Mar 25 2023 22:39:43 GMT-0400 (Eastern Daylight Time)","118523","html-keyboard-response","8","21723","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
