"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","pavlovia","0","8","0.0-0.0","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","instructions","1","1131","0.0-1.0","[{""page_index"":0,""viewing_time"":1122}]","1122","","","","","","","","",""
"fullscreenexit","2","3272","fullscreenexit","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","fullscreen","2","4067","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","image-keyboard-response","3","4617","0.0-3.0-0.0","","544","","","32","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","instructions","4","12346","0.0-4.0","[{""page_index"":0,""viewing_time"":3919},{""page_index"":1,""viewing_time"":1272},{""page_index"":2,""viewing_time"":2288}]","7479","","","","","","","","",""
"","","","FIX","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","html-keyboard-response","5","12853","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","html-keyboard-response","6","14836","0.0-5.0-2.0","","1979","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$8","$23","0","8","23","SURE"
"","","","offerFB","63f78c9346da47f7f8f3aef9","bdp_rd","Sun Apr 09 2023 17:00:47 GMT-0600 (Mountain Daylight Time)","161190","html-keyboard-response","7","15106","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$8<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$8","$23","0","8","23",""
