"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","","","","","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","pavlovia","0","1","0.0-0.0","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","instructions","1","1675","0.0-1.0","[{""page_index"":0,""viewing_time"":1674}]","1674","","","","","","","","",""
"fullscreenexit","2","2950","fullscreenexit","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","","","","","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","fullscreen","2","3756","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","image-keyboard-response","3","5159","0.0-3.0-0.0","","1402","","","32","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","instructions","4","28544","0.0-4.0","[{""page_index"":0,""viewing_time"":14987},{""page_index"":1,""viewing_time"":5880},{""page_index"":2,""viewing_time"":2253}]","23120","","","","","","","","",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","5","29060","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","6","32752","0.0-5.0-2.0","","3692","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$22","1","14","22","SURE"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","7","33014","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$22","1","14","22",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","8","33525","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","9","34420","0.0-5.0-2.1","","895","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$10","$40","0","10","40","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","10","34683","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$40<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$10","$40","0","10","40",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","11","35194","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","12","37063","0.0-5.0-2.2","","1869","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$16","$38","1","16","38","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","13","37323","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$38<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$16","$38","1","16","38",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","14","37833","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","15","40650","0.0-5.0-2.3","","2814","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$15","0","6","15","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","16","40902","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$15","0","6","15",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","17","41412","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","18","42624","0.0-5.0-2.4","","1212","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$17","$43","1","17","43","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","19","42878","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$43<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","1","17","43",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","20","43385","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","21","44250","0.0-5.0-2.5","","864","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$32","0","9","32","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","22","44510","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$32<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$32","0","9","32",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","23","45019","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","24","46064","0.0-5.0-2.6","","1045","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$10","0","7","10","SURE"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","25","46315","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$10","0","7","10",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","26","46823","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","27","47867","0.0-5.0-2.7","","1044","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33","$66","0","33","66","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","28","48133","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$66<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33","$66","0","33","66",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","29","48641","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","30","49524","0.0-5.0-2.8","","882","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$39","0","18","39","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","31","49781","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$39<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$39","0","18","39",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","32","50291","0.0-5.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","33","51716","0.0-5.0-2.9","","1425","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$1","$33","1","1","33","RISKY"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","34","51970","0.0-5.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$1","$33","1","1","33",""
"","","","FIX","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","35","52478","0.0-5.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","36","53916","0.0-5.0-2.10","","1438","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$58<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$58","$69","1","58","69","SURE"
"","","","offerFB","63d842d3e9626bd5fe5c17b1","bdp_rd","Mon Mar 27 2023 16:21:54 GMT-0700 (Pacific Daylight Time)","150604","html-keyboard-response","37","54174","0.0-5.0-3.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$58","$69","1","58","69",""
