"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","pavlovia","0","3","0.0-0.0","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","instructions","1","1423","0.0-1.0","[{""page_index"":0,""viewing_time"":1418}]","1418","","","","","","","","",""
"fullscreenexit","2","4143","fullscreenexit","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","fullscreen","2","4921","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","image-keyboard-response","3","6284","0.0-3.0-0.0","","1360","","","32","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","instructions","4","20556","0.0-4.0","[{""page_index"":0,""viewing_time"":9739},{""page_index"":1,""viewing_time"":1475},{""page_index"":2,""viewing_time"":2792}]","14006","","","","","","","","",""
"","","","FIX","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","html-keyboard-response","5","21061","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","html-keyboard-response","6","29967","0.0-5.0-2.0","","8903","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$28","1","16","28","SURE"
"","","","offerFB","627ea14463f25dce42e73d51","bdp_rd","Sun Mar 26 2023 13:02:25 GMT-0400 (Eastern Daylight Time)","132171","html-keyboard-response","7","30231","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$16<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$28","1","16","28",""
