"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","instructions","1","1812","0.0-1.0","[{""page_index"":0,""viewing_time"":1810}]","1810","","","","","","","","",""
"fullscreenexit","2","4087","fullscreenexit","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","fullscreen","2","4858","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","image-keyboard-response","3","5844","0.0-3.0-0.0","","984","","","32","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","instructions","4","63779","0.0-4.0","[{""page_index"":0,""viewing_time"":44407},{""page_index"":1,""viewing_time"":6329},{""page_index"":2,""viewing_time"":6943}]","57679","","","","","","","","",""
"","","","FIX","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","5","64296","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","6","68603","0.0-5.0-2.0","","4307","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$32","0","9","32","RISKY"
"","","","offerFB","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","7","68856","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$32<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$32","0","9","32",""
"","","","FIX","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","8","69359","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","9","71340","0.0-5.0-2.1","","1979","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$37","0","20","37","SURE"
"","","","offerFB","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","10","71603","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$37","0","20","37",""
"","","","FIX","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","11","72106","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","12","75243","0.0-5.0-2.2","","3136","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$4","$11","0","4","11","SURE"
"","","","offerFB","63d404f4eaf69448ef9e09e6","bdp_rd","Tue Mar 28 2023 20:34:23 GMT-0700 (Pacific Daylight Time)","300110","html-keyboard-response","13","75501","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$4","$11","0","4","11",""
