"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","pavlovia","0","3","0.0-0.0","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","instructions","1","1312","0.0-1.0","[{""page_index"":0,""viewing_time"":1309}]","1309","","","","","","","","",""
"fullscreenexit","2","4698","fullscreenexit","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","fullscreen","2","5491","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","image-keyboard-response","3","6991","0.0-3.0-0.0","","1496","","","32","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","instructions","4","32701","0.0-4.0","[{""page_index"":0,""viewing_time"":17983},{""page_index"":1,""viewing_time"":4685},{""page_index"":2,""viewing_time"":2782}]","25451","","","","","","","","",""
"","","","FIX","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","5","33211","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","6","38309","0.0-5.0-2.0","","5096","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$42","$73","1","42","73","RISKY"
"","","","offerFB","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","7","38565","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$73<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$42","$73","1","42","73",""
"","","","FIX","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","8","39068","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","9","41155","0.0-5.0-2.1","","2086","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$29","$46","0","29","46","SURE"
"","","","offerFB","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","10","41407","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$29<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$29","$46","0","29","46",""
"","","","FIX","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","11","41912","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63b82398bbe6a599972413ad","bdp_rd","Tue Mar 28 2023 11:12:02 GMT-0400 (Eastern Daylight Time)","180851","html-keyboard-response","12","43554","0.0-5.0-2.2","","1642","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$13","$24","0","13","24","SURE"
