"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","pavlovia","0","10","0.0-0.0","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","instructions","1","2839","0.0-1.0","[{""page_index"":0,""viewing_time"":2817}]","2817","","","","","","","","",""
"fullscreenexit","2","7287","fullscreenexit","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","fullscreen","2","8022","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","image-keyboard-response","3","12045","0.0-3.0-0.0","","4012","","","32","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","instructions","4","49328","0.0-4.0","[{""page_index"":0,""viewing_time"":19856},{""page_index"":1,""viewing_time"":10175},{""page_index"":2,""viewing_time"":6991}]","37022","","","","","","","","",""
"","","","FIX","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","5","49835","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","6","56636","0.0-5.0-2.0","","6794","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$12","1","3","12","SURE"
"","","","offerFB","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","7","56897","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$3<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$12","1","3","12",""
"","","","FIX","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","8","57414","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","9","61742","0.0-5.0-2.1","","4325","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$26","$92","0","26","92","SURE"
"","","","offerFB","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","10","62008","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$26<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$26","$92","0","26","92",""
"","","","FIX","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","11","62522","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","12","64686","0.0-5.0-2.2","","2160","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$13","$41","0","13","41","SURE"
"","","","offerFB","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","13","64944","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$13<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$13","$41","0","13","41",""
"","","","FIX","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","14","65461","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","15","67455","0.0-5.0-2.3","","1981","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$30","0","1","30","RISKY"
"","","","offerFB","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","16","67725","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$30","0","1","30",""
"","","","FIX","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","17","68241","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","18","73172","0.0-5.0-2.4","","4926","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$59","1","22","59","SURE"
"","","","offerFB","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","19","73429","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$59","1","22","59",""
"","","","FIX","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","20","73944","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","21","77188","0.0-5.0-2.5","","3238","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$62","1","11","62","RISKY"
"","","","offerFB","60ed200c728ab881912aac11","bdp_rd","Mon Mar 27 2023 00:15:45 GMT-0400 (Eastern Daylight Time)","236868","html-keyboard-response","22","77444","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$62<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11","$62","1","11","62",""
