"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","","","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","pavlovia","0","1","0.0-0.0","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","instructions","1","4722","0.0-1.0","[{""page_index"":0,""viewing_time"":4720}]","4720","","","","","","","","",""
"fullscreenexit","2","6831","fullscreenexit","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","","","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","fullscreen","2","7625","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","image-keyboard-response","3","8998","0.0-3.0-0.0","","1372","","","32","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","instructions","4","25160","0.0-4.0","[{""page_index"":0,""viewing_time"":9122},{""page_index"":1,""viewing_time"":4171},{""page_index"":2,""viewing_time"":2613}]","15906","","","","","","","","",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","html-keyboard-response","5","25673","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","html-keyboard-response","6","28191","0.0-5.0-2.0","","2517","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$37","$44","0","37","44","SURE"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","html-keyboard-response","7","28442","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$37","$44","0","37","44",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_rd","Sat Mar 25 2023 19:47:57 GMT-0400 (Eastern Daylight Time)","172200","html-keyboard-response","8","28951","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
