"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","pavlovia","0","7","0.0-0.0","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","instructions","1","1332","0.0-1.0","[{""page_index"":0,""viewing_time"":1324}]","1324","","","","","","","","",""
"fullscreenexit","2","6620","fullscreenexit","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","fullscreen","2","7378","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","image-keyboard-response","3","8896","0.0-3.0-0.0","","1511","","","32","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","instructions","4","42934","0.0-4.0","[{""page_index"":0,""viewing_time"":25163},{""page_index"":1,""viewing_time"":4984},{""page_index"":2,""viewing_time"":3636}]","33783","","","","","","","","",""
"","","","FIX","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","html-keyboard-response","5","43443","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","html-keyboard-response","6","45854","0.0-5.0-2.0","","2406","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$42","1","22","42","SURE"
"","","","offerFB","63ea4301f63c1d26f0ff83e9","bdp_rd","Mon Mar 27 2023 07:56:05 GMT-0400 (Eastern Daylight Time)","184702","html-keyboard-response","7","46113","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$42","1","22","42",""
