"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","pavlovia","0","5","0.0-0.0","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","instructions","1","5367","0.0-1.0","[{""page_index"":0,""viewing_time"":5361}]","5361","","","","","","","","",""
"fullscreenexit","2","10839","fullscreenexit","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","fullscreen","2","11618","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","image-keyboard-response","3","12831","0.0-3.0-0.0","","1210","","","32","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","instructions","4","32010","0.0-4.0","[{""page_index"":0,""viewing_time"":10436},{""page_index"":1,""viewing_time"":4872},{""page_index"":2,""viewing_time"":3609}]","18917","","","","","","","","",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","5","32515","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","6","41187","0.0-5.0-2.0","","8668","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$46<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$46","$65","0","46","65","SURE"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","7","41450","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$46<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$46","$65","0","46","65",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","8","41964","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","9","44616","0.0-5.0-2.1","","2650","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$27","0","12","27","SURE"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","10","44884","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$12<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$27","0","12","27",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","11","45393","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","12","49817","0.0-5.0-2.2","","4420","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$29","1","14","29","SURE"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","13","50080","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$29","1","14","29",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","14","50596","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","15","51985","0.0-5.0-2.3","","1386","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$28","1","16","28","SURE"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","16","52245","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$16<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$28","1","16","28",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","17","52758","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","18","55170","0.0-5.0-2.4","","2408","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$13","1","6","13","SURE"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","19","55435","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$13","1","6","13",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","20","55949","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","21","58137","0.0-5.0-2.5","","2184","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$1","$33","1","1","33","RISKY"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","22","58400","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$1","$33","1","1","33",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","23","58910","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","24","60799","0.0-5.0-2.6","","1887","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$45","$86","1","45","86","SURE"
"","","","offerFB","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","25","61058","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$45<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$45","$86","1","45","86",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_rd","Wed Mar 29 2023 15:00:22 GMT-0500 (Central Daylight Time)","202740","html-keyboard-response","26","61571","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
