"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","","","","","","","","","","","","","","",""
"","","","","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","pavlovia","0","3","0.0-0.0","","","","","","","","","","",""
"","","","","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","instructions","1","2025","0.0-1.0","[{""page_index"":0,""viewing_time"":2020}]","2021","","","","","","","","",""
"fullscreenexit","2","5639","fullscreenexit","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","","","","","","","","","","","","","","",""
"","","","","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","fullscreen","2","6453","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","image-keyboard-response","3","7782","0.0-3.0-0.0","","1327","","","32","","","","","",""
"","","","","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","instructions","4","44006","0.0-4.0","[{""page_index"":0,""viewing_time"":21538},{""page_index"":1,""viewing_time"":8432},{""page_index"":2,""viewing_time"":6000}]","35970","","","","","","","","",""
"","","","FIX","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","html-keyboard-response","5","44521","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","html-keyboard-response","6","46806","0.0-5.0-2.0","","2284","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$37","$44","1","37","44","SURE"
"","","","offerFB","5f721a81ee2a860fe028a8a4","bdp_rd","Sun Apr 09 2023 16:52:05 GMT-0700 (Pacific Daylight Time)","221417","html-keyboard-response","7","47061","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$37","$44","1","37","44",""
