"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","","","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","instructions","1","1073","0.0-1.0","[{""page_index"":0,""viewing_time"":1071}]","1071","","","","","","","","",""
"fullscreenexit","2","3016","fullscreenexit","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","","","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","fullscreen","2","3826","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","image-keyboard-response","3","5132","0.0-3.0-0.0","","1305","","","32","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","instructions","4","20535","0.0-4.0","[{""page_index"":0,""viewing_time"":11232},{""page_index"":1,""viewing_time"":2315},{""page_index"":2,""viewing_time"":1604}]","15151","","","","","","","","",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","html-keyboard-response","5","21051","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","html-keyboard-response","6","24474","0.0-5.0-2.0","","3421","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$31","0","15","31","SURE"
"","","","offerFB","63d40583fbdb78bfb9b0d3a4","bdp_rd","Sun Mar 26 2023 19:02:08 GMT-0400 (Eastern Daylight Time)","174328","html-keyboard-response","7","24726","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$31","0","15","31",""
