"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","instructions","1","401","0.0-1.0","[{""page_index"":0,""viewing_time"":399}]","399","","","","","","","","",""
"fullscreenexit","2","2677","fullscreenexit","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","fullscreen","2","3472","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","image-keyboard-response","3","4890","0.0-3.0-0.0","","1414","","","32","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","instructions","4","20377","0.0-4.0","[{""page_index"":0,""viewing_time"":9665},{""page_index"":1,""viewing_time"":2677},{""page_index"":2,""viewing_time"":2878}]","15221","","","","","","","","",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","5","20893","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","6","22315","0.0-5.0-2.0","","1414","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$31","0","15","31","SURE"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","7","22574","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$31","0","15","31",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","8","23082","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","9","24252","0.0-5.0-2.1","","1165","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$80","1","20","80","RISKY"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","10","24518","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$80","1","20","80",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","11","25028","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","12","25763","0.0-5.0-2.2","","733","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$39","$81","1","39","81","RISKY"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","13","26030","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$39","$81","1","39","81",""
"","","","FIX","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","14","26539","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","15","28483","0.0-5.0-2.3","","1939","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$12","$35","1","12","35","SURE"
"","","","offerFB","582009dd87f6b90001f13e40","bdp_rd","Mon Mar 27 2023 09:03:36 GMT-0500 (Central Daylight Time)","128043","html-keyboard-response","16","28748","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$12<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$12","$35","1","12","35",""
