"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","pavlovia","0","11","0.0-0.0","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","instructions","1","2101","0.0-1.0","[{""page_index"":0,""viewing_time"":2089}]","2089","","","","","","","","",""
"fullscreenexit","2","5228","fullscreenexit","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","fullscreen","2","6009","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","image-keyboard-response","3","24919","0.0-3.0-0.0","","18905","","","32","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","instructions","4","36942","0.0-4.0","[{""page_index"":0,""viewing_time"":7997},{""page_index"":1,""viewing_time"":2700},{""page_index"":2,""viewing_time"":1075}]","11772","","","","","","","","",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","5","37445","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","6","39588","0.0-5.0-2.0","","2139","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$64","1","2","64","RISKY"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","7","39841","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$64<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$64","1","2","64",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","8","40344","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","9","42419","0.0-5.0-2.1","","2072","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33","$66","0","33","66","RISKY"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","10","42672","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$66<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33","$66","0","33","66",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_rd","Sun Mar 26 2023 17:17:33 GMT-0500 (Central Daylight Time)","147577","html-keyboard-response","11","43174","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
