"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","pavlovia","0","3","0.0-0.0","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","instructions","1","5606","0.0-1.0","[{""page_index"":0,""viewing_time"":5603}]","5603","","","","","","","","",""
"fullscreenexit","2","8442","fullscreenexit","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","fullscreen","2","9425","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","image-keyboard-response","3","12366","0.0-3.0-0.0","","2938","","","32","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","instructions","4","74055","0.0-4.0","[{""page_index"":0,""viewing_time"":46274},{""page_index"":1,""viewing_time"":10031},{""page_index"":2,""viewing_time"":5128}]","61433","","","","","","","","",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","5","74563","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","6","76898","0.0-5.0-2.0","","2331","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$70<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24","$70","1","24","70","RISKY"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","7","77152","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$70<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24","$70","1","24","70",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","8","77654","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","9","80617","0.0-5.0-2.1","","2962","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$17","1","3","17","SURE"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","10","80875","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$3<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$17","1","3","17",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","11","81381","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","12","83379","0.0-5.0-2.2","","1996","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$4","$11","0","4","11","SURE"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","13","83633","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$4","$11","0","4","11",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","14","84139","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","15","86207","0.0-5.0-2.3","","2067","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$32","1","9","32","SURE"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","16","86460","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$32","1","9","32",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","17","86966","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","18","103983","0.0-5.0-2.4","","17016","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$8","$23","0","8","23","RISKY"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","19","104239","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$23<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$8","$23","0","8","23",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_rd","Sun Mar 26 2023 08:20:18 GMT-0500 (Central Daylight Time)","253325","html-keyboard-response","20","104742","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
