"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","instructions","1","1768","0.0-1.0","[{""page_index"":0,""viewing_time"":1764}]","1765","","","","","","","","",""
"fullscreenexit","2","5264","fullscreenexit","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","fullscreen","2","6037","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","image-keyboard-response","3","7437","0.0-3.0-0.0","","1391","","","32","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","instructions","4","38358","0.0-4.0","[{""page_index"":0,""viewing_time"":18952},{""page_index"":1,""viewing_time"":5244},{""page_index"":2,""viewing_time"":6472}]","30670","","","","","","","","",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","html-keyboard-response","5","38862","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","html-keyboard-response","6","41027","0.0-5.0-2.0","","2162","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$80","0","20","80","RISKY"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_rd","Sun Mar 26 2023 17:29:32 GMT-0700 (Pacific Daylight Time)","242625","html-keyboard-response","7","41281","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$80","0","20","80",""
