"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","","","","","","","","","","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","pavlovia","0","1","0.0-0.0","","","","","","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","instructions","1","2959","0.0-1.0","[{""page_index"":0,""viewing_time"":2958}]","2958","","","","","","","","",""
"fullscreenexit","2","5310","fullscreenexit","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","","","","","","","","","","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","fullscreen","2","6098","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","image-keyboard-response","3","6605","0.0-3.0-0.0","","506","","","32","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","instructions","4","40058","0.0-4.0","[{""page_index"":0,""viewing_time"":18544},{""page_index"":1,""viewing_time"":8744},{""page_index"":2,""viewing_time"":5902}]","33190","","","","","","","","",""
"","","","FIX","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","html-keyboard-response","5","40570","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","html-keyboard-response","6","43181","0.0-5.0-2.0","","2608","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$50","0","5","50","RISKY"
"","","","offerFB","640132934d00561d78518c4c","bdp_rd","Mon Mar 27 2023 15:03:34 GMT-0400 (Eastern Daylight Time)","262646","html-keyboard-response","7","43441","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$50","0","5","50",""
