"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","instructions","1","2858","0.0-1.0","[{""page_index"":0,""viewing_time"":2856}]","2856","","","","","","","","",""
"fullscreenexit","2","6145","fullscreenexit","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","fullscreen","2","6955","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","image-keyboard-response","3","8615","0.0-3.0-0.0","","1658","","","32","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","instructions","4","31808","0.0-4.0","[{""page_index"":0,""viewing_time"":13837},{""page_index"":1,""viewing_time"":3946},{""page_index"":2,""viewing_time"":5156}]","22939","","","","","","","","",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","html-keyboard-response","5","32320","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","html-keyboard-response","6","37186","0.0-5.0-2.0","","4864","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$37","1","20","37","SURE"
"","","","offerFB","63f969ceb2a0b028aa612b33","bdp_rd","Sat Mar 25 2023 20:29:00 GMT-0400 (Eastern Daylight Time)","162103","html-keyboard-response","7","37439","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$37","1","20","37",""
