"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen","numBlurs"
"pavlovia","0","3","0.0-0.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","","","","","","","","","","","","","","",""
"instructions","1","3424","0.0-1.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","[{""page_index"":0,""viewing_time"":3421}]","3421","","","","","","","","","","","","","",""
"","","","","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","","fullscreenenter","2","7389","fullscreenenter","","","","","","","","","",""
"fullscreen","2","8377","0.0-2.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","","","","","","true","","","","","","","","",""
"instructions","3","33525","0.0-4.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","[{""page_index"":0,""viewing_time"":14264},{""page_index"":1,""viewing_time"":5750},{""page_index"":2,""viewing_time"":5133}]","25147","","","","","","","","","","","","","",""
"html-keyboard-response","4","34028","0.0-5.0-1.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","5","44226","0.0-5.0-2.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","10197","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$13","1","6","13","SURE",""
"html-keyboard-response","6","44478","0.0-5.0-3.0","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$13","1","6","13","",""
"html-keyboard-response","7","44980","0.0-5.0-1.1","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","8","56179","0.0-5.0-2.1","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","11197","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$29","0","14","29","RISKY",""
"html-keyboard-response","9","56430","0.0-5.0-3.1","63e5513398583a335b2a8bdd","bdp_rd","Mon Mar 27 2023 11:16:17 GMT-0400 (Eastern Daylight Time)","415149","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$29<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$29","0","14","29","",""
