"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","pavlovia","0","16","0.0-0.0","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","instructions","1","2683","0.0-1.0","[{""page_index"":0,""viewing_time"":2664}]","2664","","","","","","","","",""
"fullscreenexit","2","5276","fullscreenexit","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","fullscreen","2","6025","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","image-keyboard-response","3","7189","0.0-3.0-0.0","","1150","","","32","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","instructions","4","16949","0.0-4.0","[{""page_index"":0,""viewing_time"":5095},{""page_index"":1,""viewing_time"":2905},{""page_index"":2,""viewing_time"":1503}]","9504","","","","","","","","",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","html-keyboard-response","5","17473","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","html-keyboard-response","6","20913","0.0-5.0-2.0","","3430","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$1","$30","1","1","30","RISKY"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","html-keyboard-response","7","21181","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$1","$30","1","1","30",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_rd","Sun Apr 09 2023 17:43:48 GMT-0500 (Central Daylight Time)","174480","html-keyboard-response","8","21700","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
