"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","","","","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","pavlovia","0","2","0.0-0.0","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","instructions","1","919","0.0-1.0","[{""page_index"":0,""viewing_time"":917}]","917","","","","","","","","",""
"fullscreenexit","2","2613","fullscreenexit","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","","","","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","fullscreen","2","3413","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","image-keyboard-response","3","6942","0.0-3.0-0.0","","3523","","","32","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","instructions","4","21999","0.0-4.0","[{""page_index"":0,""viewing_time"":6690},{""page_index"":1,""viewing_time"":4127},{""page_index"":2,""viewing_time"":3976}]","14793","","","","","","","","",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","5","22524","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","6","24182","0.0-5.0-2.0","","1654","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$17","$43","0","17","43","SURE"
"","","","offerFB","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","7","24441","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$17<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","0","17","43",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","8","24957","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","9","26535","0.0-5.0-2.1","","1577","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$22","0","14","22","RISKY"
"","","","offerFB","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","10","26792","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$22","0","14","22",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","11","27293","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","12","28959","0.0-5.0-2.2","","1665","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$26","1","11","26","RISKY"
"","","","offerFB","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","13","29212","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$26<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11","$26","1","11","26",""
"","","","FIX","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","14","29735","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d13bce0971871b9ff88f56","bdp_rd","Sun Mar 26 2023 10:39:59 GMT-0400 (Eastern Daylight Time)","140438","html-keyboard-response","15","31327","0.0-5.0-2.3","","1590","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$51<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19","$51","1","19","51","RISKY"
