"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","","","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","pavlovia","0","1","0.0-0.0","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","instructions","1","1114","0.0-1.0","[{""page_index"":0,""viewing_time"":1111}]","1111","","","","","","","","",""
"fullscreenexit","2","3104","fullscreenexit","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","","","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","fullscreen","2","3879","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","image-keyboard-response","3","4736","0.0-3.0-0.0","","855","","","32","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","instructions","4","30302","0.0-4.0","[{""page_index"":0,""viewing_time"":17037},{""page_index"":1,""viewing_time"":6969},{""page_index"":2,""viewing_time"":1311}]","25317","","","","","","","","",""
"","","","FIX","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","5","30803","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","6","35322","0.0-5.0-2.0","","4518","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$38","0","16","38","RISKY"
"","","","offerFB","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","7","35574","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$38<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$38","0","16","38",""
"","","","FIX","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","8","36074","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","9","39467","0.0-5.0-2.1","","3393","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$17","$43","1","17","43","RISKY"
"","","","offerFB","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","10","39719","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$43<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","1","17","43",""
"","","","FIX","6162341a644c08d5cca4b7bb","bdp_rd","Fri Mar 24 2023 20:12:46 GMT-0400 (Eastern Daylight Time)","254467","html-keyboard-response","11","40219","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
