"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"focus","0","0","focusevent","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","pavlovia","0","3","0.0-0.0","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","instructions","1","2495","0.0-1.0","[{""page_index"":0,""viewing_time"":2492}]","2492","","","","","","","","",""
"fullscreenexit","2","5328","fullscreenexit","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","fullscreen","2","6030","0.0-2.0","","","true","","","","","","","",""
"","","","fullscreenfail","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","image-keyboard-response","3","7194","0.0-3.0-0.0","","1161","","","32","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","instructions","4","39885","0.0-4.0","[{""page_index"":0,""viewing_time"":15812},{""page_index"":1,""viewing_time"":9269},{""page_index"":2,""viewing_time"":7351}]","32432","","","","","","","","",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","html-keyboard-response","5","40396","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","html-keyboard-response","6","43925","0.0-5.0-2.0","","3528","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$37","$44","1","37","44","SURE"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_rd","Sat Mar 25 2023 19:00:42 GMT-0700 (Pacific Daylight Time)","232003","html-keyboard-response","7","44184","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$37","$44","1","37","44",""
