"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"pavlovia","0","14","0.0-0.0","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","","","","","","","","","","","","","","","","",""
"instructions","1","6279","0.0-1.0","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","[{""page_index"":0,""viewing_time"":6262}]","6263","","","","","","","","","","","","","","","",""
"","","","","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","","fullscreenenter","2","12985","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","13767","0.0-2.0","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","","","","","","true","","","","","","","","","","",""
"instructions","3","36082","0.0-4.0","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","[{""page_index"":0,""viewing_time"":22312}]","22312","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","38276","0.0-5.0-1.0","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","2192","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","","",""
"animation","5","38881","0.0-5.0-2.0","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":65},{""stimulus"":""img/green_ll/2.jpg"",""time"":106},{""stimulus"":""img/green_ll/3.jpg"",""time"":158},{""stimulus"":""img/green_ll/4.jpg"",""time"":208},{""stimulus"":""img/green_ll/5.jpg"",""time"":255},{""stimulus"":""img/green_ll/6.jpg"",""time"":308},{""stimulus"":""img/green_ll/7.jpg"",""time"":357},{""stimulus"":""img/green_ll/8.jpg"",""time"":407},{""stimulus"":""img/green_ll/9.jpg"",""time"":454},{""stimulus"":""img/green_ll/10.jpg"",""time"":506},{""stimulus"":""img/green_ll/11.jpg"",""time"":557}]","[]",""
"image-keyboard-response","6","39230","0.0-5.0-1.1","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","347","","","","choice","","img/green_ll/choose11.jpg","1","224","green","0.5","0.5","0.5","w","","",""
"animation","7","39832","0.0-5.0-2.1","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":62},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":154},{""stimulus"":""img/green_wl/4.jpg"",""time"":203},{""stimulus"":""img/green_wl/5.jpg"",""time"":259},{""stimulus"":""img/green_wl/6.jpg"",""time"":305},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":403},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":516},{""stimulus"":""img/green_wl/11.jpg"",""time"":553}]","[]",""
"image-keyboard-response","8","44040","0.0-5.0-1.2","62d06d1b651d6922f62fab9b","bdp_lott","Sat Mar 25 2023 21:42:36 GMT-0600 (Mountain Daylight Time)","264300","red","green","","4207","","","","choice","","img/green_wl/choose11.jpg","2","223","red","0.5","0.5","0.5","l","","",""
