"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","","","","","","","","","","","","","","","","",""
"instructions","1","15504","0.0-1.0","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","[{""page_index"":0,""viewing_time"":15501}]","15501","","","","","","","","","","","","","","","",""
"","","","","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","","fullscreenenter","2","19118","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","20096","0.0-2.0","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","","","","","","true","","","","","","","","","","",""
"instructions","3","54000","0.0-4.0","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","[{""page_index"":0,""viewing_time"":33903}]","33903","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","55939","0.0-5.0-1.0","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","1938","","","","choice","","img/red_ll/initchoose11.jpg","2","225","red","0.5","0.5","0.5","l","","",""
"animation","5","56540","0.0-5.0-2.0","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","","","","","","","","","225","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":50},{""stimulus"":""img/red_ll/2.jpg"",""time"":100},{""stimulus"":""img/red_ll/3.jpg"",""time"":150},{""stimulus"":""img/red_ll/4.jpg"",""time"":200},{""stimulus"":""img/red_ll/5.jpg"",""time"":250},{""stimulus"":""img/red_ll/6.jpg"",""time"":300},{""stimulus"":""img/red_ll/7.jpg"",""time"":350},{""stimulus"":""img/red_ll/8.jpg"",""time"":400},{""stimulus"":""img/red_ll/9.jpg"",""time"":450},{""stimulus"":""img/red_ll/10.jpg"",""time"":503},{""stimulus"":""img/red_ll/11.jpg"",""time"":550}]","[]",""
"image-keyboard-response","6","57918","0.0-5.0-1.1","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","1378","","","","choice","","img/red_ll/choose11.jpg","1","224","green","0.5","0.5","0.5","w","","",""
"animation","7","58533","0.0-5.0-2.1","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":60},{""stimulus"":""img/green_wl/2.jpg"",""time"":106},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":213},{""stimulus"":""img/green_wl/5.jpg"",""time"":259},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":367},{""stimulus"":""img/green_wl/8.jpg"",""time"":405},{""stimulus"":""img/green_wl/9.jpg"",""time"":455},{""stimulus"":""img/green_wl/10.jpg"",""time"":505},{""stimulus"":""img/green_wl/11.jpg"",""time"":554}]","[]",""
"image-keyboard-response","8","59812","0.0-5.0-1.2","63b6cc23f13731158517f900","bdp_lott","Tue Apr 11 2023 00:49:57 GMT-0600 (Mountain Daylight Time)","362375","green","red","","1278","","","","choice","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","l","","",""
