"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","","","","","","","","","","","","","","","","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","instructions","1","2918","0.0-1.0","[{""page_index"":0,""viewing_time"":2916}]","2916","","","","","","","","","","",""
"fullscreenenter","2","4717","fullscreenenter","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","","","","","","","","","","","","","","","","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","fullscreen","2","5700","0.0-2.0","","","true","","","","","","","","","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","instructions","3","31842","0.0-4.0","[{""page_index"":0,""viewing_time"":26141}]","26141","","","","","","","","","","",""
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","4","33101","0.0-5.0-1.0","","1257","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","5","33715","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":54},{""stimulus"":""img/green_ll/2.jpg"",""time"":100},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":200},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":364},{""stimulus"":""img/green_ll/8.jpg"",""time"":412},{""stimulus"":""img/green_ll/9.jpg"",""time"":459},{""stimulus"":""img/green_ll/10.jpg"",""time"":501},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","6","35194","0.0-5.0-1.1","","1478","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","7","35795","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":150},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":450},{""stimulus"":""img/red_ll/10.jpg"",""time"":514},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","8","36338","0.0-5.0-1.2","","543","","img/red_ll/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","9","36939","0.0-5.0-2.2","","","","","","223","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":265},{""stimulus"":""img/green_ll/6.jpg"",""time"":312},{""stimulus"":""img/green_ll/7.jpg"",""time"":351},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":455},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":565}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","10","37256","0.0-5.0-1.3","","317","","img/green_ll/choose11.jpg","2","222","red","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","11","37861","0.0-5.0-2.3","","","","","","222","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":165},{""stimulus"":""img/red_ll/4.jpg"",""time"":200},{""stimulus"":""img/red_ll/5.jpg"",""time"":260},{""stimulus"":""img/red_ll/6.jpg"",""time"":307},{""stimulus"":""img/red_ll/7.jpg"",""time"":350},{""stimulus"":""img/red_ll/8.jpg"",""time"":415},{""stimulus"":""img/red_ll/9.jpg"",""time"":463},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":559}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","12","38108","0.0-5.0-1.4","","247","","img/red_ll/choose11.jpg","2","221","red","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","13","38711","0.0-5.0-2.4","","","","","","221","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":53},{""stimulus"":""img/red_ll/2.jpg"",""time"":100},{""stimulus"":""img/red_ll/3.jpg"",""time"":162},{""stimulus"":""img/red_ll/4.jpg"",""time"":210},{""stimulus"":""img/red_ll/5.jpg"",""time"":257},{""stimulus"":""img/red_ll/6.jpg"",""time"":300},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":414},{""stimulus"":""img/red_ll/9.jpg"",""time"":462},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":557}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","14","38738","0.0-5.0-1.5","","26","","img/red_ll/choose11.jpg","1","220","green","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","15","39340","0.0-5.0-2.5","","","","","","220","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":50},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":163},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":258},{""stimulus"":""img/green_ll/6.jpg"",""time"":305},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":415},{""stimulus"":""img/green_ll/9.jpg"",""time"":462},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","16","39539","0.0-5.0-1.6","","199","","img/green_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","17","40143","0.0-5.0-2.6","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":50},{""stimulus"":""img/red_lw/2.jpg"",""time"":100},{""stimulus"":""img/red_lw/3.jpg"",""time"":161},{""stimulus"":""img/red_lw/4.jpg"",""time"":208},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":400},{""stimulus"":""img/red_lw/9.jpg"",""time"":450},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":550}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","18","40184","0.0-5.0-1.7","","41","","img/red_lw/choose11.jpg","1","218","green","0.5","0.5","0.5","l","",""
"","","","","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","animation","19","40799","0.0-5.0-2.7","","","","","","218","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":54},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":151},{""stimulus"":""img/green_lw/4.jpg"",""time"":208},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":301},{""stimulus"":""img/green_lw/7.jpg"",""time"":364},{""stimulus"":""img/green_lw/8.jpg"",""time"":401},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":505},{""stimulus"":""img/green_lw/11.jpg"",""time"":550}]","[]"
"","","","choice","63d007388da4ef5b301762f9","bdp_lott","Mon Mar 27 2023 08:21:37 GMT-0700 (Pacific Daylight Time)","220135","green","red","image-keyboard-response","20","41245","0.0-5.0-1.8","","445","","img/green_lw/choose11.jpg","1","217","green","0.5","0.5","0.5","l","",""
