"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","15","0.0-0.0","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","","","","","","","","","","","","",""
"","","","","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","focus","1","584","focusevent","","","","","","","","","","","","",""
"instructions","1","10452","0.0-1.0","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","[{""page_index"":0,""viewing_time"":10434}]","10434","","","","","","","","","","",""
"","","","","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","fullscreenenter","2","16097","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","17076","0.0-2.0","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","","","true","","","","","","","","","",""
"instructions","3","97904","0.0-4.0","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","[{""page_index"":0,""viewing_time"":80826}]","80826","","","","","","","","","","",""
"image-keyboard-response","4","99451","0.0-5.0-1.0","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","choice","","1544","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","5","100054","0.0-5.0-2.0","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":52},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","6","103313","0.0-5.0-1.1","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","choice","","3257","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","l","",""
"animation","7","103915","0.0-5.0-2.1","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":100},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":251},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":452},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","8","105898","0.0-5.0-1.2","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","choice","","1981","","img/green_ll/choose11.jpg","2","223","red","0.5","0.5","0.5","w","",""
"animation","9","106499","0.0-5.0-2.2","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","","","","","","223","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":53},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","10","108444","0.0-5.0-1.3","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","choice","","1943","","img/red_lw/choose11.jpg","1","222","green","0.5","0.5","0.5","w","",""
"animation","11","109045","0.0-5.0-2.3","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","","","","","","","222","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":201},{""stimulus"":""img/green_ww/5.jpg"",""time"":251},{""stimulus"":""img/green_ww/6.jpg"",""time"":301},{""stimulus"":""img/green_ww/7.jpg"",""time"":351},{""stimulus"":""img/green_ww/8.jpg"",""time"":401},{""stimulus"":""img/green_ww/9.jpg"",""time"":451},{""stimulus"":""img/green_ww/10.jpg"",""time"":501},{""stimulus"":""img/green_ww/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","12","110760","0.0-5.0-1.4","636570d91a49a6d6cbcbc854","bdp_lott","Mon Mar 27 2023 10:41:16 GMT (Coordinated Universal Time)","336535","green","red","","","","choice","","1713","","img/green_ww/choose11.jpg","2","221","red","0.5","0.5","0.5","l","",""
