"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","instructions","1","3057","0.0-1.0","[{""page_index"":0,""viewing_time"":3055}]","3055","","","","","","","","","","",""
"fullscreenexit","2","4843","fullscreenexit","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","fullscreen","2","5833","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","image-keyboard-response","3","7638","0.0-3.0-0.0","","1802","","","32","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","instructions","4","26615","0.0-4.0","[{""page_index"":0,""viewing_time"":18722}]","18722","","","","","","","","","","",""
"","","","choice","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","image-keyboard-response","5","28439","0.0-5.0-1.0","","1823","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","animation","6","29077","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":54},{""stimulus"":""img/green_ll/2.jpg"",""time"":105},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":209},{""stimulus"":""img/green_ll/5.jpg"",""time"":264},{""stimulus"":""img/green_ll/6.jpg"",""time"":319},{""stimulus"":""img/green_ll/7.jpg"",""time"":370},{""stimulus"":""img/green_ll/8.jpg"",""time"":426},{""stimulus"":""img/green_ll/9.jpg"",""time"":478},{""stimulus"":""img/green_ll/10.jpg"",""time"":530},{""stimulus"":""img/green_ll/11.jpg"",""time"":584}]","[]"
"","","","choice","61103c2b7810420e5f23f437","bdp_lott","Sun Mar 26 2023 15:00:50 GMT-0500 (Central Daylight Time)","261942","red","green","image-keyboard-response","7","30466","0.0-5.0-1.1","","1387","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","w","",""
