"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","2","0.0-0.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","","","","","","","","","","","","","","",""
"","","","","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","blur","1","5948","blurevent","1","","","","","","","","","","","","",""
"","","","","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","focus","1","9664","focusevent","","","","","","","","","","","","","",""
"instructions","1","15257","0.0-1.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","","","[{""page_index"":0,""viewing_time"":15255}]","15255","","","","","","","","","","",""
"","","","","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","fullscreenenter","2","16477","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","17437","0.0-2.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","","","","","true","","","","","","","","","",""
"instructions","3","78697","0.0-4.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","","","[{""page_index"":0,""viewing_time"":61258}]","61258","","","","","","","","","","",""
"image-keyboard-response","4","102958","0.0-5.0-0.0-0.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","blurwarn","1","","24260","","","49","","","","","","","",""
"image-keyboard-response","5","105097","0.0-5.0-1.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","choice","","","1887","","img/red_ll/initchoose11.jpg","2","225","red","0.5","0.5","0.5","w","",""
"animation","6","105699","0.0-5.0-2.0","63e316f79fdeba5ba50385e1","bdp_lott","Sat Mar 25 2023 16:12:40 GMT-1000 (Hawaii-Aleutian Standard Time)","309595","green","red","","","","","","","","","","","225","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
