"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","","","","","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","instructions","1","1862","0.0-1.0","[{""page_index"":0,""viewing_time"":1860}]","1860","","","","","","","","","","",""
"fullscreenexit","2","3595","fullscreenexit","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","","","","","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","fullscreen","2","4373","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","image-keyboard-response","3","5851","0.0-3.0-0.0","","1475","","","32","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","instructions","4","18033","0.0-4.0","[{""page_index"":0,""viewing_time"":11932}]","11932","","","","","","","","","","",""
"","","","choice","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","image-keyboard-response","5","22498","0.0-5.0-1.0","","4464","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","animation","6","23107","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":203},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":304},{""stimulus"":""img/green_ll/7.jpg"",""time"":355},{""stimulus"":""img/green_ll/8.jpg"",""time"":406},{""stimulus"":""img/green_ll/9.jpg"",""time"":457},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":559}]","[]"
"","","","choice","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","image-keyboard-response","7","25024","0.0-5.0-1.1","","1916","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","w","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","animation","8","25630","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":50},{""stimulus"":""img/red_lw/2.jpg"",""time"":100},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":353},{""stimulus"":""img/red_lw/8.jpg"",""time"":403},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":555}]","[]"
"","","","choice","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","image-keyboard-response","9","28118","0.0-5.0-1.2","","2487","","img/red_lw/choose11.jpg","1","223","green","0.5","0.5","0.5","w","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","animation","10","28726","0.0-5.0-2.2","","","","","","223","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":153},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":253},{""stimulus"":""img/green_ww/6.jpg"",""time"":304},{""stimulus"":""img/green_ww/7.jpg"",""time"":354},{""stimulus"":""img/green_ww/8.jpg"",""time"":405},{""stimulus"":""img/green_ww/9.jpg"",""time"":456},{""stimulus"":""img/green_ww/10.jpg"",""time"":506},{""stimulus"":""img/green_ww/11.jpg"",""time"":557}]","[]"
"","","","choice","6162341a644c08d5cca4b7bb","bdp_lott","Fri Mar 24 2023 20:01:34 GMT-0400 (Eastern Daylight Time)","265542","green","red","image-keyboard-response","11","29936","0.0-5.0-1.3","","1209","","img/green_ww/choose11.jpg","2","222","red","0.5","0.5","0.5","l","",""
