"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","","","","","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","instructions","1","3219","0.0-1.0","[{""page_index"":0,""viewing_time"":3214}]","3214","","","","","","","","","","",""
"fullscreenexit","2","4633","fullscreenexit","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","","","","","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","fullscreen","2","5379","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","image-keyboard-response","3","8208","0.0-3.0-0.0","","2827","","","32","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","instructions","4","30268","0.0-4.0","[{""page_index"":0,""viewing_time"":21809}]","21809","","","","","","","","","","",""
"","","","choice","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","image-keyboard-response","5","31600","0.0-5.0-1.0","","1329","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"","","","","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","animation","6","32342","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":54},{""stimulus"":""img/green_wl/2.jpg"",""time"":118},{""stimulus"":""img/green_wl/3.jpg"",""time"":180},{""stimulus"":""img/green_wl/4.jpg"",""time"":242},{""stimulus"":""img/green_wl/5.jpg"",""time"":306},{""stimulus"":""img/green_wl/6.jpg"",""time"":368},{""stimulus"":""img/green_wl/7.jpg"",""time"":432},{""stimulus"":""img/green_wl/8.jpg"",""time"":495},{""stimulus"":""img/green_wl/9.jpg"",""time"":556},{""stimulus"":""img/green_wl/10.jpg"",""time"":619},{""stimulus"":""img/green_wl/11.jpg"",""time"":682}]","[]"
"","","","choice","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","image-keyboard-response","7","33706","0.0-5.0-1.1","","1363","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","l","",""
"","","","","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","animation","8","34459","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":64},{""stimulus"":""img/green_ll/2.jpg"",""time"":128},{""stimulus"":""img/green_ll/3.jpg"",""time"":189},{""stimulus"":""img/green_ll/4.jpg"",""time"":253},{""stimulus"":""img/green_ll/5.jpg"",""time"":317},{""stimulus"":""img/green_ll/6.jpg"",""time"":378},{""stimulus"":""img/green_ll/7.jpg"",""time"":441},{""stimulus"":""img/green_ll/8.jpg"",""time"":505},{""stimulus"":""img/green_ll/9.jpg"",""time"":567},{""stimulus"":""img/green_ll/10.jpg"",""time"":630},{""stimulus"":""img/green_ll/11.jpg"",""time"":691}]","[]"
"","","","choice","5d9303bbc400a90018821b13","bdp_lott","Sat Mar 25 2023 19:43:47 GMT-0400 (Eastern Daylight Time)","258188","red","green","image-keyboard-response","9","35074","0.0-5.0-1.2","","614","","img/green_ll/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
